,Unnamed: 0,abstract,date,desk,headline,id,locations,section,snippet,source,subjects,type,url,word_count
26,26,"b'Taliban suicide bombers attacked a police station in northwestern Pakistan on Monday, killing at least eight people, including three policemen, officials said.'",2012-12-10,Foreign,b'Several Are Killed in Attack on Pakistan Police Post',nyt://article/9422b6f3-3b5a-56fb-ba20-e2689d4aeba3,"['Pakistan', 'Waziristan (Pakistan)', 'Bannu (Pakistan)']",World,"b'Taliban suicide bombers attacked a police station in northwestern Pakistan on Monday, killing at least eight people, including three policemen, officials said.'",The New York Times,"['Bombs and Explosives', 'Terrorism', 'Attacks on Police']",News,https://www.nytimes.com/2012/12/11/world/asia/several-are-killed-in-attack-on-pakistan-police-post.html,356.0
27,27,"b'Three months after the attack that killed Ambassador J. Christopher Stevens, the Libyan authorities are loath to move against Islamist extremist suspects who belong to powerful militias.'",2012-12-11,Foreign,b'Libyan Reluctance Hampers U.S. Investigation Into Deadly Benghazi Assault',nyt://article/e02d2a38-79c9-5f21-8624-588d6222387a,"['Benghazi (Libya)', 'United States', 'Libya']",World,"b'Three months after the attack that killed Ambassador J. Christopher Stevens, the Libyan authorities are loath to move against Islamist extremist suspects who belong to powerful militias.'",The New York Times,"['Diplomatic Service, Embassies and Consulates', 'Terrorism', 'Benghazi Attack (2012)']",News,https://www.nytimes.com/2012/12/11/world/africa/libyan-reluctance-hampers-benghazi-assault-investigation.html,1090.0
25,25,b'The move was aimed at building Western support for the rebellion by quelling fears that money would end up in the hands of an group connected to Al Qaeda.',2012-12-11,Foreign,b'U.S. Places Militant Syrian Rebel Group on List of Terrorist Organizations',nyt://article/f266011d-ea47-5b1d-8919-900064b0d425,['Syria'],World,b'The move was aimed at building Western support for the rebellion by quelling fears that money would end up in the hands of an group connected to Al Qaeda.',The New York Times,"['Middle East and North Africa Unrest (2010- )', 'United States International Relations', 'Terrorism']",News,https://www.nytimes.com/2012/12/11/world/middleeast/us-designates-syrian-al-nusra-front-as-terrorist-group.html,696.0
24,24,b'The presence of rebel fighters in Syria that were trained and supported by Al Qaeda poses a serious problem for the United States and Western allies.',2012-12-11,Editorial,b'Al Qaeda in Syria',nyt://article/20134d61-c757-5aa5-8ad8-dcb75da07bc0,['Syria'],Opinion,b'The presence of rebel fighters in Syria that were trained and supported by Al Qaeda poses a serious problem for the United States and Western allies.',The New York Times,"['Terrorism', 'Middle East and North Africa Unrest (2010- )', 'Editorials']",Editorial,https://www.nytimes.com/2012/12/11/opinion/al-qaeda-in-syria.html,484.0
23,23,b'Subduing the Tuareg rebels will bring only temporary respite. Political reform and an end to corruption are crucial to a lasting solution.',2012-12-11,OpEd,b'Putting Mali Together Again',nyt://article/7ee6e2c6-21d0-5488-9e08-f1e74558223d,"['Mali', 'AFRICA']",Opinion,b'Subduing the Tuareg rebels will bring only temporary respite. Political reform and an end to corruption are crucial to a lasting solution.',International Herald Tribune,"['Tuareg (Ethnic Group)', 'Terrorism', 'Defense and Military Forces']",Op-Ed,https://www.nytimes.com/2012/12/12/opinion/global/putting-mali-together-again.html,980.0
17,17,b'Two men from Mobile were charged on Tuesday with plotting a terrorist attack in West Africa.',2012-12-12,National,b'Alabama: Two Accused of Terror Plot',nyt://article/fde7c9af-0cfa-5444-8c0c-46598023bdd0,"['ALABAMA', 'Mobile (Ala)']",U.S.,b'Two men from Mobile were charged on Tuesday with plotting a terrorist attack in West Africa.',The New York Times,['Terrorism'],Brief,https://www.nytimes.com/2012/12/12/us/two-accused-of-terror-plot-in-alabama.html,108.0
0,0,b'The Bronx district attorney had argued that a gang met the somewhat vague definition of \xe2\x80\x9cterror\xe2\x80\x9d in the state statute because it sought to intimidate or coerce an entire population.',2012-12-12,Metro,b'Court Rules Gang Crime Falls Short of Terrorism',nyt://article/160f225a-4ede-5098-a130-ac6fe4eef5d1,['New York City'],New York,b'The Bronx district attorney had argued that a gang met the somewhat vague definition of \xe2\x80\x9cterror\xe2\x80\x9d in the state statute because it sought to intimidate or coerce an entire population.',The New York Times,"['Gangs', 'Terrorism', 'Decisions and Verdicts', 'Murders and Attempted Murders']",News,https://www.nytimes.com/2012/12/12/nyregion/new-york-states-highest-court-rules-gang-crime-falls-short-of-terrorism.html,543.0
22,22,b'The new movie \xe2\x80\x9cZero Dark Thirty\xe2\x80\x9d and the story of the real-life Carrie Mathison is setting off waves of envy at the C.I.A. and in Hollywood.',2012-12-12,Editorial,b'A Tale of Two Women',nyt://article/ca5a7e8f-fb59-5f5e-8ad5-32fb748d7eb0,[],Opinion,b'The new movie \xe2\x80\x9cZero Dark Thirty\xe2\x80\x9d and the story of the real-life Carrie Mathison is setting off waves of envy at the C.I.A. and in Hollywood.',The New York Times,"['Women and Girls', 'Terrorism', 'Torture', 'Movies']",Op-Ed,https://www.nytimes.com/2012/12/12/opinion/dowd-a-tale-of-two-women.html,899.0
18,18,b'The European Court of Human Rights ruled that Macedonia violated the rights of Khaled el-Masri when it arrested him and turned him over to the United States.',2012-12-13,Foreign,b'Court Finds Rights Violation in C.I.A. Rendition Case',nyt://article/ff070f52-ee4c-5e2f-9885-86cc0096181f,"['Germany', 'United States', 'Macedonia']",World,b'The European Court of Human Rights ruled that Macedonia violated the rights of Khaled el-Masri when it arrested him and turned him over to the United States.',The New York Times,"['Human Rights and Human Rights Violations', 'Extraordinary Rendition', 'Terrorism', 'Torture']",News,https://www.nytimes.com/2012/12/14/world/europe/european-court-backs-cia-rendition-victim-khaled-el-masri.html,776.0
20,20,b'Kidnapping is such a lucrative industry for extremists that it has reinforced their control over northern Mali and complicated plans for a campaign to take back Islamist-held territory.',2012-12-13,Foreign,b'Millions in Ransoms Fuel Militants\xe2\x80\x99 Clout in West Africa',nyt://article/2e38fef8-9186-55bd-a8cb-d8e3fd5e2fe3,"['Mali', 'AFRICA']",World,b'Kidnapping is such a lucrative industry for extremists that it has reinforced their control over northern Mali and complicated plans for a campaign to take back Islamist-held territory.',The New York Times,"['Hostages', 'Defense and Military Forces', 'Terrorism', 'Kidnapping']",News,https://www.nytimes.com/2012/12/13/world/africa/kidnappings-fuel-extremists-in-western-africa.html,1405.0
82,82,b'The departure of Harold Koh is part of a major overhaul of the Obama administration\xe2\x80\x99s national security legal policy team.',2012-12-13,,b'Top State Dept. Lawyer Is Leaving',nyt://article/a363a3a7-f9af-5cec-92ea-9f23a6a2aaf1,[],U.S.,b'The departure of Harold Koh is part of a major overhaul of the Obama administration\xe2\x80\x99s national security legal policy team.',The New York Times,[],News,https://thecaucus.blogs.nytimes.com/2012/12/12/top-state-dept-lawyer-is-leaving/,885.0
19,19,"b'Critics, journalists and activists are divided over the suggestion that calculated infliction of pain and fear may have produced useful clues in hunt for Osama bin Laden.'",2012-12-13,National,b'Portrayal of C.I.A. Torture in Bin Laden Film Reopens a Debate',nyt://article/0092fdb6-6406-592c-9f5d-e8cb82877e93,[],U.S.,"b'Critics, journalists and activists are divided over the suggestion that calculated infliction of pain and fear may have produced useful clues in hunt for Osama bin Laden.'",The New York Times,"['Torture', 'Terrorism', 'Interrogations', 'Movies']",News,https://www.nytimes.com/2012/12/13/us/zero-dark-thirty-torture-scenes-reopen-debate.html,1167.0
32,32,b'Foreign Minister Avigdor Lieberman said he saw no reason to resign after prosecutors announced that he would be formally charged only with breach of trust instead of fraud and money laundering.',2012-12-13,Foreign,b'Israeli Foreign Minister Faces Indictment on Lesser Charges',nyt://article/1003b7e0-204b-5399-ba8e-f5281924d7eb,['Israel'],World,b'Foreign Minister Avigdor Lieberman said he saw no reason to resign after prosecutors announced that he would be formally charged only with breach of trust instead of fraud and money laundering.',The New York Times,"['Legislatures and Parliaments', 'Polls and Public Opinion', 'Frauds and Swindling']",News,https://www.nytimes.com/2012/12/14/world/middleeast/israeli-foreign-minister-avigdor-lieberman-faces-indictment-on-lesser-charges.html,799.0
62,62,"b'Foreign Minister Avigdor Lieberman resigned on Friday after being charged with fraud and breach of trust, in a move that could have repercussions for next month\xe2\x80\x99s elections.'",2012-12-14,Foreign,b'Hard-Line Israeli Foreign Minister Resigns',nyt://article/6ae6b69e-36ab-5f49-8b59-8b3d9790ba9a,['Israel'],World,"b'Foreign Minister Avigdor Lieberman resigned on Friday after being charged with fraud and breach of trust, in a move that could have repercussions for next month\xe2\x80\x99s elections.'",The New York Times,"['Suspensions, Dismissals and Resignations']",News,https://www.nytimes.com/2012/12/15/world/middleeast/avigdor-lieberman-israeli-foreign-minister-resigns.html,830.0
13,13,"b'Amanullah Zazi, whose cousin was the mastermind of what prosecutors called the most serious terrorism threat since the Sept. 11 attacks, received 40 months in prison.'",2012-12-15,,b'Man Sentenced for Role in Plot to Blow Up Subways',nyt://article/c3b248cd-d5e1-58e1-9ebb-5d2e12a0a055,['Queens (NYC)'],New York,"b'Amanullah Zazi, whose cousin was the mastermind of what prosecutors called the most serious terrorism threat since the Sept. 11 attacks, received 40 months in prison.'",The New York Times,['Terrorism'],News,https://cityroom.blogs.nytimes.com/2012/12/14/man-sentenced-for-role-in-plot-to-blow-up-subways/,503.0
14,14,"b'The assault began when militants fired two rockets that punched a hole in the airport perimeter wall, wounding at least 40.'",2012-12-15,Foreign,b'Militants\xe2\x80\x99 Attack on Airport Leaves 7 Dead in Pakistan',nyt://article/eaf0fd04-1439-56c7-8685-510fdec69fed,['Pakistan'],World,"b'The assault began when militants fired two rockets that punched a hole in the airport perimeter wall, wounding at least 40.'",The New York Times,"['Deaths (Fatalities)', 'AIRPORTS', 'Terrorism']",News,https://www.nytimes.com/2012/12/16/world/asia/militants-attack-on-airport-leaves-7-dead-in-pakistan.html,482.0
16,16,"b'Lawyers for Mostafa Kamel Mostafa, who faces federal terrorism charges, said on Friday that prison officials had not yet accommodated his many medical needs, including new prosthetic devices for his arms.'",2012-12-15,Metro,b'U.S. Assailed on Treatment of Preacher From Britain',nyt://article/0f1c327b-a139-5490-be0a-6e88803fe668,[],New York,"b'Lawyers for Mostafa Kamel Mostafa, who faces federal terrorism charges, said on Friday that prison officials had not yet accommodated his many medical needs, including new prosthetic devices for his arms.'",The New York Times,"['Disabilities', 'Prostheses', 'Terrorism']",News,https://www.nytimes.com/2012/12/15/nyregion/disabled-preacher-in-terror-case-isnt-treated-well-lawyers-say.html,412.0
43,43,"b'In southen Thailand, it\xe2\x80\x99s the teachers who are being killed \xe2\x80\x94 in their schools, during the day, in front of their students, with assault weapons. Muslim insurgents are now targeting Buddhist teachers like never before, and a new report by Human Rights Watch calls on the Thai government to provide better security in what is already a highly militarized area.'",2012-12-17,,b'Teachers Being Targeted and Murdered in Thailand',nyt://article/27736227-bf9e-536c-a456-744e43210ec2,['Thailand'],World,"b'In southen Thailand, it\xe2\x80\x99s the teachers who are being killed \xe2\x80\x94 in their schools, during the day, in front of their students, with assault weapons. Muslim insurgents are now targeting Buddhist teachers like never before, and a new report by Human Ri...'",The New York Times,"['Buddhism', 'Human Rights and Human Rights Violations', 'Muslims and Islam', 'School Shootings', 'Teachers and School Employees']",News,https://rendezvous.blogs.nytimes.com/2012/12/16/teachers-being-targeted-and-murdered-in-thailand/,838.0
15,15,"b'In separate incidents, 10 girls were killed when a roadside bomb exploded, police said, and a suicide bomber targeted a military contractor in Kabul.'",2012-12-17,Foreign,b'Blast Kills 10 Girls in Eastern Afghanistan; Car Bomber Targets Kabul',nyt://article/1c51f0e4-246e-5b17-bb70-87b5b107078f,"['Kabul (Afghanistan)', 'AFGHANISTAN']",World,"b'In separate incidents, 10 girls were killed when a roadside bomb exploded, police said, and a suicide bomber targeted a military contractor in Kabul.'",The New York Times,"['Deaths (Fatalities)', 'Women and Girls', 'Afghanistan War (2001- )', 'Terrorism']",News,https://www.nytimes.com/2012/12/18/world/asia/10-afghan-girls-killed-in-old-mine-blast-car-bomb-kills-one-in-kabul.html,531.0
11,11,b'Terrorist bombers and rampage shooters have much in common.',2012-12-18,OpEd,b'What Drives Suicidal Mass Killers',nyt://article/db84be7d-1f6b-5518-8b7b-226d40ec3ffc,[],Opinion,b'Terrorist bombers and rampage shooters have much in common.',The New York Times,"['Mental Health and Disorders', 'Suicides and Suicide Attempts', 'Terrorism', 'School Shootings', 'Newtown, Conn, Shooting (2012)', 'Murders and Attempted Murders']",Op-Ed,https://www.nytimes.com/2012/12/18/opinion/what-drives-suicidal-mass-killers.html,925.0
12,12,"b'The Pentagon will reimburse Pakistan $688 million for stationing troops along the Afghan border, an effort to normalize support for the Pakistani military.'",2012-12-18,Foreign,"b'In Sign of Normalization, Pentagon to Reimburse Pakistan $688 Million'",nyt://article/7d1cfd3d-cf16-5534-a0ed-153938b33157,['Pakistan'],World,"b'The Pentagon will reimburse Pakistan $688 million for stationing troops along the Afghan border, an effort to normalize support for the Pakistani military.'",The New York Times,"['International Relations', 'Afghanistan War (2001- )', 'Foreign Aid', 'Terrorism', 'United States Defense and Military Forces']",News,https://www.nytimes.com/2012/12/18/world/asia/pentagon-to-reimburse-pakistan-688-million.html,1000.0
